date,climate,max_temp,min_temp,site,wind
2012-04-08,8,9,15,威海,5
2012-04-08,9,7,24,泰安,4
2012-04-09,10,10,22,济南,4
2012-04-09,10,9,23,滨州,4
2012-04-09,9,8,23,淄博,4
2012-04-09,10,11,20,济宁,3
2012-04-09,8,6,18,威海,5
2012-04-09,9,8,22,潍坊,4
2012-04-09,10,8,25,德州,4
2012-04-09,9,10,21,泰安,4
2012-04-09,8,10,15,青岛,4
2012-04-09,8,10,20,枣庄,4
2012-04-09,10,10,22,东营,4
2012-04-09,10,10,16,日照,4
2012-04-09,9,7,19,烟台,4
2012-04-10,9,10,21,泰安,4
2012-04-10,8,9,21,枣庄,4
2012-04-10,10,8,18,日照,4
2012-04-10,10,9,23,东营,4
2012-04-10,10,11,22,德州,4
2012-04-10,10,8,23,济宁,3
2012-04-10,9,7,23,潍坊,4
2012-04-10,9,8,18,烟台,4
2012-04-10,9,10,21,淄博,4
2012-04-10,8,10,15,青岛,4
2012-04-10,10,8,24,济南,4
2012-04-10,10,7,25,滨州,4
2012-04-10,8,6,18,威海,5
2012-04-11,9,8,23,淄博,4
2012-04-11,10,8,25,德州,4
2012-04-11,8,9,16,青岛,4
2012-04-11,9,9,22,泰安,4
2012-04-11,10,11,15,日照,4
2012-04-11,8,8,16,威海,5
2012-04-11,10,10,22,滨州,4
2012-04-11,8,10,20,枣庄,4
2012-04-11,10,10,22,济南,4
2012-04-11,9,9,21,潍坊,4
2012-04-11,10,10,22,东营,4
2012-04-11,10,10,21,济宁,3
2012-04-11,9,7,19,烟台,4
2012-04-12,8,9,21,枣庄,4
2012-04-12,10,8,24,济南,4
2012-04-12,8,8,17,青岛,4
2012-04-12,9,8,18,烟台,4
2012-04-12,10,8,24,滨州,4
2012-04-12,9,8,22,潍坊,4
2012-04-12,10,9,17,日照,4
2012-04-12,10,9,24,德州,4
2012-04-12,9,8,23,淄博,4
2012-04-12,9,8,23,泰安,4
2012-04-12,10,9,22,济宁,3
2012-04-12,10,9,23,东营,4
2012-04-12,8,7,17,威海,5
2012-04-13,10,22,10,枣庄,0
2012-04-13,10,18,9,烟台,4
2012-04-13,11,23,12,淄博,4
2012-04-13,10,23,12,济宁,0
2012-04-13,11,23,12,东营,4
2012-04-13,9,17,9,威海,5
2012-04-13,11,24,14,济南,4
2012-04-13,11,24,10,滨州,4
2012-04-13,11,24,12,德州,4
2012-04-13,10,16,10,日照,4
2012-04-13,9,21,11,潍坊,0
2012-04-13,11,12,9,青岛,4
2012-04-13,10,23,11,泰安,4
2012-04-14,10,21,9,威海,6
2012-04-14,11,22,9,烟台,5
2012-04-14,10,23,12,枣庄,4
2012-04-14,11,26,15,济宁,4
2012-04-14,11,26,13,泰安,4
2012-04-14,11,26,12,潍坊,4
2012-04-14,11,28,16,德州,4
2012-04-14,10,9,15,日照,4
2012-04-14,11,7,10,青岛,5
2012-04-14,10,18,26,济南,4
2012-04-14,11,26,15,东营,4
2012-04-14,10,27,13,滨州,5
2012-04-14,10,27,15,淄博,4
2012-04-15,10,9,17,日照,5
2012-04-15,10,7,17,滨州,4
2012-04-15,10,11,22,济宁,4
2012-04-15,10,9,20,淄博,4
2012-04-15,9,7,15,威海,6
2012-04-15,10,8,18,东营,4
2012-04-15,9,7,14,烟台,5
2012-04-15,10,12,21,枣庄,0
2012-04-15,10,9,20,德州,4
2012-04-15,11,8,19,潍坊,5
2012-04-15,10,10,21,济南,4
2012-04-15,10,9,17,青岛,5
2012-04-15,10,11,20,泰安,4
2012-04-16,11,6,18,烟台,6
2012-04-16,11,6,18,威海,5
2012-04-16,11,9,25,淄博,4
2012-04-16,10,9,22,枣庄,4
2012-04-16,10,10,24,济宁,4
2012-04-16,11,7,26,滨州,4
2012-04-16,10,10,25,德州,4
2012-04-16,10,8,24,潍坊,4
2012-04-16,11,8,17,青岛,4
2012-04-16,10,8,25,泰安,4
2012-04-16,11,12,25,济南,5
2012-04-16,10,8,16,日照,4
2012-04-16,11,8,25,东营,4
2012-04-17,9,12,23,德州,4
2012-04-17,10,13,26,淄博,4
2012-04-17,10,8,22,烟台,6
2012-04-17,10,10,21,潍坊,5
2012-04-17,10,8,14,日照,4
2012-04-17,10,11,25,滨州,4
2012-04-17,10,17,26,济南,5
2012-04-17,10,9,12,青岛,5
2012-04-17,10,9,20,威海,5
2012-04-17,10,10,22,枣庄,4
2012-04-17,10,12,24,泰安,4
2012-04-17,10,14,24,济宁,4
2012-04-17,10,13,24,东营,4
2012-04-18,10,21,8,潍坊,4
2012-04-18,10,24,13,泰安,4
2012-04-18,9,22,12,枣庄,4
2012-04-18,10,17,25,济南,4
2012-04-18,10,14,24,济宁,0
2012-04-18,10,13,9,青岛,5
2012-04-18,10,26,15,淄博,4
2012-04-18,10,21,10,烟台,5
2012-04-18,10,25,13,东营,4
2012-04-18,10,24,14,德州,4
2012-04-18,9,25,12,滨州,4
2012-04-18,10,14,8,日照,4
2012-04-18,9,20,8,威海,5
2012-04-19,9,11,17,威海,4
2012-04-19,9,12,23,泰安,4
2012-04-19,9,11,21,济宁,4
2012-04-19,10,9,14,日照,4
2012-04-19,10,14,21,德州,4
2012-04-19,8,13,23,枣庄,4
2012-04-19,8,12,23,东营,4
2012-04-19,8,15,23,淄博,4
2012-04-19,9,10,13,青岛,5
2012-04-19,9,10,21,潍坊,4
2012-04-19,8,15,22,济南,4
2012-04-19,9,10,17,烟台,6
2012-04-19,10,13,23,滨州,0
2012-04-20,8,12,19,枣庄,4
2012-04-20,7,8,13,烟台,7
2012-04-20,7,9,13,青岛,6
2012-04-20,9,12,20,泰安,4
2012-04-20,9,10,17,滨州,4
2012-04-20,7,8,13,威海,6
2012-04-20,9,12,22,济宁,4
2012-04-20,8,12,20,德州,4
2012-04-20,9,11,17,淄博,4
2012-04-20,9,12,19,济南,4
2012-04-20,8,11,17,东营,5
2012-04-20,7,14,10,日照,5
2012-04-20,8,10,14,潍坊,5
2012-04-21,10,11,27,济南,3
2012-04-21,9,10,25,泰安,4
2012-04-21,8,8,18,威海,5
2012-04-21,11,13,26,济宁,4
2012-04-21,10,8,26,潍坊,4
2012-04-21,9,8,19,青岛,5
2012-04-21,10,11,26,枣庄,4
2012-04-21,10,9,26,滨州,4
2012-04-21,10,11,27,淄博,4
2012-04-21,11,8,26,东营,4
2012-04-21,8,6,19,烟台,5
2012-04-21,10,10,24,德州,4
2012-04-21,10,10,24,日照,6
2012-04-22,10,19,11,青岛,4
2012-04-22,10,26,12,滨州,0
2012-04-22,11,27,18,济南,5
2012-04-22,9,18,9,烟台,6
2012-04-22,10,26,15,潍坊,4
2012-04-22,10,24,14,日照,5
2012-04-22,9,17,9,威海,6
2012-04-22,10,27,15,淄博,4
2012-04-22,10,25,12,泰安,5
2012-04-22,10,26,16,东营,5
2012-04-22,10,25,15,德州,4
2012-04-22,10,26,14,济宁,4
2012-04-22,10,26,15,枣庄,4
2012-04-23,6,15,26,东营,5
2012-04-23,5,14,26,滨州,6
2012-04-23,7,12,16,日照,5
2012-04-23,6,11,14,青岛,6
2012-04-23,6,17,25,泰安,5
2012-04-23,7,12,24,烟台,5
2012-04-23,6,16,24,济宁,4
2012-04-23,6,14,27,济南,4
2012-04-23,8,14,22,威海,6
2012-04-23,5,13,25,德州,4
2012-04-23,5,17,25,枣庄,4
2012-04-23,6,14,23,潍坊,5
2012-04-23,4,14,25,淄博,4
2012-04-24,8,13,22,济宁,4
2012-04-24,7,12,19,潍坊,6
2012-04-24,4,9,14,威海,6
2012-04-24,6,9,14,烟台,7
2012-04-24,7,12,19,淄博,4
2012-04-24,7,12,19,东营,5
2012-04-24,8,14,22,枣庄,0
2012-04-24,8,10,21,德州,4
2012-04-24,7,12,20,日照,5
2012-04-24,7,11,20,滨州,5
2012-04-24,7,12,16,青岛,6
2012-04-24,8,13,20,济南,4
2012-04-24,7,13,20,泰安,5
2012-04-25,10,9,18,青岛,5
2012-04-25,11,10,25,东营,5
2012-04-25,11,10,25,德州,4
2012-04-25,10,7,25,潍坊,5
2012-04-25,10,6,19,烟台,6
2012-04-25,11,12,25,济南,4
2012-04-25,11,11,25,枣庄,5
2012-04-25,10,10,21,日照,5
2012-04-25,10,7,24,滨州,5
2012-04-25,11,10,25,淄博,4
2012-04-25,10,7,19,威海,6
2012-04-25,10,10,24,济宁,4
2012-04-25,10,9,24,泰安,5
2012-04-26,11,19,27,济南,5
2012-04-26,10,13,26,日照,6
2012-04-26,11,15,28,济宁,0
2012-04-26,10,12,25,烟台,7
2012-04-26,11,16,27,淄博,4
2012-04-26,11,16,28,德州,4
2012-04-26,11,12,23,威海,6
2012-04-26,10,14,28,枣庄,4
2012-04-26,11,12,22,青岛,5
2012-04-26,11,15,27,东营,4
2012-04-26,11,15,28,潍坊,4
2012-04-26,10,14,28,泰安,5
2012-04-26,11,15,27,滨州,4
2012-04-27,10,13,25,泰安,4
2012-04-27,10,16,27,济宁,3
2012-04-27,10,11,19,威海,5
2012-04-27,10,13,23,东营,4
2012-04-27,11,14,25,济南,4
2012-04-27,11,13,23,潍坊,4
2012-04-27,10,11,18,烟台,4
2012-04-27,11,11,17,青岛,4
2012-04-27,10,13,25,淄博,4
2012-04-27,10,12,21,日照,5
2012-04-27,10,14,25,德州,4
2012-04-27,10,11,23,滨州,4
2012-04-27,10,16,25,枣庄,4
2012-04-28,10,16,28,济宁,3
2012-04-28,10,12,16,青岛,4
2012-04-28,10,17,29,泰安,4
2012-04-28,10,14,23,枣庄,0
2012-04-28,10,14,24,德州,4
2012-04-28,10,10,16,威海,4
2012-04-28,10,10,18,烟台,4
2012-04-28,11,15,26,济南,3
2012-04-28,10,13,24,东营,4
2012-04-28,10,14,25,淄博,4
2012-04-28,10,13,24,潍坊,3
2012-04-28,9,12,16,日照,4
2012-04-28,10,14,26,滨州,4
2012-04-29,9,15,25,东营,4
2012-04-29,10,15,25,济宁,3
2012-04-29,10,13,25,淄博,3
2012-04-29,9,11,17,威海,4
2012-04-29,9,12,16,日照,4
2012-04-29,10,15,24,枣庄,0
2012-04-29,10,13,28,滨州,0
2012-04-29,9,15,26,泰安,4
2012-04-29,11,12,17,青岛,4
2012-04-29,10,14,24,潍坊,4
2012-04-29,10,10,24,德州,4
2012-04-29,9,12,20,烟台,4
2012-04-29,10,15,27,济南,3
2012-04-30,9,15,25,泰安,4
2012-04-30,10,13,23,淄博,3
2012-04-30,10,13,23,潍坊,4
2012-04-30,10,13,22,德州,4
2012-04-30,9,15,23,枣庄,0
2012-04-30,9,12,18,青岛,4
2012-04-30,10,16,25,济宁,3
2012-04-30,10,14,23,滨州,0
2012-04-30,10,12,18,威海,4
2012-04-30,10,13,19,烟台,4
2012-04-30,10,14,23,济南,4
2012-04-30,10,14,23,东营,5
2012-04-30,10,12,20,日照,5
2012-05-01,10,14,29,枣庄,3
2012-05-01,10,13,28,滨州,0
2012-05-01,10,12,20,烟台,4
2012-05-01,11,15,29,淄博,3
2012-05-01,10,12,19,威海,4
2012-05-01,10,15,29,泰安,4
2012-05-01,10,15,29,德州,0
2012-05-01,11,14,28,潍坊,4
2012-05-01,11,16,29,济宁,0
2012-05-01,11,15,24,青岛,4
2012-05-01,10,13,27,东营,4
2012-05-01,10,15,30,济南,0
2012-05-01,10,13,23,日照,4
2012-05-02,10,16,30,德州,0
2012-05-02,11,16,30,泰安,4
2012-05-02,11,15,29,滨州,0
2012-05-02,11,18,30,济宁,0
2012-05-02,11,17,29,东营,4
2012-05-02,11,14,23,威海,4
2012-05-02,11,14,26,烟台,4
2012-05-02,11,16,30,潍坊,0
2012-05-02,11,16,26,日照,4
2012-05-02,11,18,30,枣庄,0
2012-05-02,11,19,31,济南,3
2012-05-02,11,17,31,淄博,3
2012-05-02,11,17,26,青岛,4
2012-05-03,11,17,32,潍坊,0
2012-05-03,11,19,32,德州,0
2012-05-03,11,17,28,青岛,4
2012-05-03,10,16,31,泰安,3
2012-05-03,11,17,29,日照,4
2012-05-03,10,17,31,滨州,0
2012-05-03,11,18,31,淄博,3
2012-05-03,11,19,31,枣庄,0
2012-05-03,11,18,32,东营,4
2012-05-03,10,17,25,烟台,5
2012-05-03,11,17,25,威海,4
2012-05-03,11,18,30,济宁,3
2012-05-03,11,20,31,济南,3
2012-05-04,11,17,26,潍坊,4
2012-05-04,9,14,24,威海,4
2012-05-04,11,18,30,日照,4
2012-05-04,11,18,30,德州,4
2012-05-04,10,18,31,枣庄,0
2012-05-04,10,17,31,泰安,4
2012-05-04,10,17,27,滨州,0
2012-05-04,11,17,30,淄博,3
2012-05-04,11,18,29,青岛,4
2012-05-04,10,17,27,东营,0
2012-05-04,11,19,31,济宁,0
2012-05-04,10,15,22,烟台,5
2012-05-04,11,19,30,济南,3
2012-05-05,11,16,32,泰安,4
2012-05-05,10,17,31,日照,5
2012-05-05,11,15,32,东营,4
2012-05-05,11,18,33,枣庄,4
2012-05-05,10,19,32,济宁,0
2012-05-05,11,15,26,青岛,4
2012-05-05,10,13,23,烟台,4
2012-05-05,11,16,33,德州,4
2012-05-05,11,15,34,淄博,3
2012-05-05,10,15,32,滨州,0
2012-05-05,10,14,31,潍坊,4
2012-05-05,11,21,34,济南,4
2012-05-05,10,15,26,威海,4
2012-05-06,10,19,31,济宁,4
2012-05-06,11,21,33,淄博,3
2012-05-06,10,15,28,烟台,5
2012-05-06,10,23,32,济南,4
2012-05-06,10,20,31,德州,0
2012-05-06,10,18,31,泰安,4
2012-05-06,10,18,28,日照,5
2012-05-06,10,18,33,滨州,0
2012-05-06,10,18,33,东营,4
2012-05-06,10,17,33,潍坊,3
2012-05-06,10,19,31,枣庄,3
2012-05-06,11,17,30,威海,4
2012-05-06,10,16,21,青岛,4
2012-05-07,10,15,24,威海,6
2012-05-07,9,18,28,潍坊,4
2012-05-07,9,18,30,泰安,4
2012-05-07,10,19,29,德州,0
2012-05-07,9,19,29,济南,4
2012-05-07,9,17,27,滨州,0
2012-05-07,10,22,29,济宁,0
2012-05-07,10,21,30,枣庄,0
2012-05-07,9,18,28,淄博,3
2012-05-07,9,17,25,日照,4
2012-05-07,5,13,22,烟台,4
2012-05-07,9,17,23,青岛,4
2012-05-07,10,18,27,东营,4
2012-05-08,10,16,28,潍坊,4
2012-05-08,10,15,24,日照,4
2012-05-08,10,16,29,东营,4
2012-05-08,10,14,30,泰安,4
2012-05-08,10,16,28,德州,4
2012-05-08,10,13,25,威海,4
2012-05-08,11,17,30,济南,3
2012-05-08,11,15,29,淄博,3
2012-05-08,11,14,21,青岛,4
2012-05-08,10,14,30,滨州,0
2012-05-08,11,17,30,济宁,3
2012-05-08,11,19,30,枣庄,0
2012-05-08,11,13,22,烟台,4
2012-05-09,10,17,31,德州,4
2012-05-09,10,16,32,滨州,4
2012-05-09,10,14,21,日照,4
2012-05-09,10,17,30,枣庄,0
2012-05-09,11,16,32,淄博,4
2012-05-09,11,15,30,潍坊,4
2012-05-09,11,15,31,泰安,3
2012-05-09,11,21,32,济南,4
2012-05-09,10,14,20,青岛,4
2012-05-09,11,15,28,威海,4
2012-05-09,11,19,30,济宁,0
2012-05-09,11,17,30,东营,4
2012-05-09,10,15,27,烟台,4
2012-05-10,11,17,31,潍坊,4
2012-05-10,10,23,30,济南,4
2012-05-10,10,19,31,淄博,3
2012-05-10,10,16,26,威海,4
2012-05-10,11,12,18,青岛,5
2012-05-10,10,18,30,东营,4
2012-05-10,10,14,23,日照,4
2012-05-10,11,18,31,枣庄,0
2012-05-10,10,16,24,烟台,5
2012-05-10,10,19,29,济宁,0
2012-05-10,9,20,29,德州,0
2012-05-10,10,16,30,泰安,4
2012-05-10,10,18,30,滨州,0
2012-05-11,10,12,17,日照,4
2012-05-11,9,15,25,烟台,5
2012-05-11,9,10,15,青岛,5
2012-05-11,5,18,25,滨州,0
2012-05-11,5,18,28,淄博,3
2012-05-11,10,19,26,东营,4
2012-05-11,5,18,27,枣庄,3
2012-05-11,5,19,26,济宁,4
2012-05-11,10,15,24,威海,4
2012-05-11,5,18,25,济南,4
2012-05-11,5,18,26,泰安,4
2012-05-11,9,16,27,潍坊,4
2012-05-11,5,20,25,德州,4
2012-05-12,10,14,26,枣庄,0
2012-05-12,9,14,27,滨州,0
2012-05-12,10,14,27,淄博,3
2012-05-12,9,12,22,烟台,5
2012-05-12,9,15,27,泰安,4
2012-05-12,9,13,22,威海,5
2012-05-12,9,15,28,德州,4
2012-05-12,10,15,28,济南,3
2012-05-12,9,16,27,济宁,3
2012-05-12,10,15,27,东营,0
2012-05-12,10,13,19,青岛,4
2012-05-12,9,14,20,日照,4
2012-05-12,9,15,26,潍坊,4
2012-05-13,10,16,25,济宁,3
2012-05-13,10,13,18,烟台,4
2012-05-13,9,14,25,德州,4
2012-05-13,9,16,25,枣庄,0
2012-05-13,5,13,19,威海,5
2012-05-13,10,14,24,滨州,4
2012-05-13,9,14,23,日照,4
2012-05-13,10,18,25,济南,3
2012-05-13,10,15,23,潍坊,4
2012-05-13,9,13,20,青岛,4
2012-05-13,10,15,25,东营,4
2012-05-13,10,14,25,泰安,4
2012-05-13,10,15,25,淄博,3
2012-05-14,11,13,25,滨州,0
2012-05-14,11,14,25,潍坊,4
2012-05-14,10,17,27,济宁,0
2012-05-14,11,13,26,淄博,3
2012-05-14,11,14,27,德州,0
2012-05-14,11,16,26,济南,0
2012-05-14,9,14,22,威海,4
2012-05-14,10,14,27,日照,4
2012-05-14,10,14,25,青岛,4
2012-05-14,10,14,27,泰安,4
2012-05-14,10,14,25,东营,4
2012-05-14,10,13,22,烟台,4
2012-05-14,10,14,26,枣庄,0
2012-05-15,10,13,22,威海,4
2012-05-15,10,17,28,济宁,0
2012-05-15,10,14,25,青岛,5
2012-05-15,5,14,23,烟台,6
2012-05-15,11,16,26,东营,4
2012-05-15,10,14,26,淄博,3
2012-05-15,11,13,27,泰安,3
2012-05-15,11,16,27,德州,4
2012-05-15,10,16,29,枣庄,4
2012-05-15,10,15,25,潍坊,4
2012-05-15,11,18,26,济南,4
2012-05-15,11,15,26,滨州,0
2012-05-15,10,17,28,日照,5
2012-05-16,11,15,28,滨州,0
2012-05-16,11,13,28,淄博,3
2012-05-16,10,13,29,泰安,4
2012-05-16,11,15,31,枣庄,4
2012-05-16,11,16,27,东营,4
2012-05-16,11,14,26,青岛,5
2012-05-16,9,12,22,威海,4
2012-05-16,11,16,29,济宁,3
2012-05-16,10,15,27,潍坊,4
2012-05-16,11,16,29,济南,0
2012-05-16,10,17,29,德州,4
2012-05-16,9,13,23,烟台,5
2012-05-16,10,15,29,日照,4
2012-05-17,10,15,23,日照,4
2012-05-17,10,17,32,淄博,4
2012-05-17,10,18,32,东营,4
2012-05-17,10,21,33,济南,4
2012-05-17,10,14,20,青岛,5
2012-05-17,10,16,31,枣庄,0
2012-05-17,10,15,30,潍坊,4
2012-05-17,10,17,32,滨州,4
2012-05-17,10,18,31,济宁,3
2012-05-17,11,20,32,德州,4
2012-05-17,11,14,29,烟台,5
2012-05-17,11,15,28,威海,5
2012-05-17,10,14,32,泰安,5
2012-05-18,10,24,32,济南,4
2012-05-18,10,18,31,淄博,3
2012-05-18,10,14,18,青岛,5
2012-05-18,10,19,31,枣庄,4
2012-05-18,10,15,20,日照,5
2012-05-18,10,19,30,泰安,4
2012-05-18,10,16,28,潍坊,4
2012-05-18,10,16,26,威海,6
2012-05-18,10,20,30,德州,4
2012-05-18,10,19,31,滨州,4
2012-05-18,10,16,26,烟台,5
2012-05-18,10,19,31,东营,4
2012-05-18,10,20,29,济宁,3
2012-05-19,10,18,30,滨州,4
2012-05-19,10,14,25,烟台,4
2012-05-19,10,18,30,淄博,3
2012-05-19,11,19,30,枣庄,0
2012-05-19,10,13,19,青岛,5
2012-05-19,10,20,30,德州,0
2012-05-19,11,17,30,泰安,4
2012-05-19,11,15,28,潍坊,4
2012-05-19,11,21,32,济南,3
2012-05-19,11,19,31,东营,4
2012-05-19,10,14,20,日照,4
2012-05-19,11,20,30,济宁,0
2012-05-19,10,15,25,威海,5
2012-05-20,11,20,30,济南,3
2012-05-20,11,15,28,潍坊,4
2012-05-20,10,14,20,日照,4
2012-05-20,10,19,30,德州,4
2012-05-20,10,15,27,枣庄,0
2012-05-20,11,14,22,威海,4
2012-05-20,10,18,30,淄博,3
2012-05-20,10,17,29,泰安,4
2012-05-20,10,14,24,烟台,4
2012-05-20,11,14,18,青岛,4
2012-05-20,10,18,28,济宁,0
2012-05-20,11,18,30,东营,4
2012-05-20,10,17,30,滨州,0
2012-05-21,10,17,27,济宁,3
2012-05-21,10,18,28,滨州,0
2012-05-21,10,16,27,枣庄,3
2012-05-21,10,14,24,烟台,4
2012-05-21,10,18,27,泰安,3
2012-05-21,10,14,20,日照,4
2012-05-21,10,20,27,济南,4
2012-05-21,9,19,28,德州,4
2012-05-21,10,13,18,青岛,4
2012-05-21,10,17,28,淄博,3
2012-05-21,10,16,27,潍坊,4
2012-05-21,10,15,24,威海,4
2012-05-21,9,19,28,东营,4
2012-05-22,10,18,27,德州,4
2012-05-22,10,16,26,潍坊,3
2012-05-22,9,17,25,泰安,4
2012-05-22,9,18,24,滨州,0
2012-05-22,9,16,25,淄博,3
2012-05-22,10,16,25,威海,4
2012-05-22,10,15,21,青岛,4
2012-05-22,9,14,20,烟台,5
2012-05-22,9,17,26,枣庄,4
2012-05-22,9,18,26,济宁,3
2012-05-22,9,19,25,济南,3
2012-05-22,9,18,25,东营,4
2012-05-22,9,14,21,日照,4
2012-05-23,9,17,28,泰安,4
2012-05-23,10,16,21,日照,4
2012-05-23,10,18,28,东营,4
2012-05-23,10,16,24,烟台,4
2012-05-23,10,15,22,青岛,4
2012-05-23,10,16,25,威海,4
2012-05-23,9,19,28,济南,3
2012-05-23,10,18,28,济宁,3
2012-05-23,10,18,28,德州,0
2012-05-23,10,16,27,潍坊,4
2012-05-23,10,16,28,淄博,3
2012-05-23,10,17,28,滨州,0
2012-05-23,10,17,28,枣庄,0
2012-05-24,5,17,29,潍坊,4
2012-05-24,10,17,25,威海,4
2012-05-24,5,19,29,德州,4
2012-05-24,9,18,29,泰安,4
2012-05-24,9,18,29,滨州,0
2012-05-24,10,16,22,日照,4
2012-05-24,10,17,24,烟台,4
2012-05-24,10,15,23,青岛,4
2012-05-24,10,18,29,淄博,3
2012-05-24,10,20,28,济宁,0
2012-05-24,10,19,30,济南,3
2012-05-24,10,19,28,东营,0
2012-05-24,10,19,28,枣庄,0
2012-05-25,5,17,26,威海,5
2012-05-25,10,19,30,济宁,3
2012-05-25,10,18,30,枣庄,3
2012-05-25,10,17,28,日照,4
2012-05-25,9,19,31,东营,4
2012-05-25,5,18,31,德州,4
2012-05-25,10,18,31,泰安,4
2012-05-25,10,15,30,潍坊,4
2012-05-25,9,16,31,滨州,0
2012-05-25,5,16,26,烟台,5
2012-05-25,5,16,23,青岛,4
2012-05-25,10,20,32,济南,4
2012-05-25,10,17,31,淄博,3
2012-05-26,10,18,28,威海,4
2012-05-26,11,20,33,东营,4
2012-05-26,11,20,33,德州,0
2012-05-26,5,16,24,青岛,4
2012-05-26,11,19,31,泰安,3
2012-05-26,11,19,32,济宁,3
2012-05-26,10,19,28,日照,4
2012-05-26,10,18,28,烟台,5
2012-05-26,10,20,31,枣庄,4
2012-05-26,11,19,33,滨州,0
2012-05-26,11,23,33,济南,4
2012-05-26,10,18,32,潍坊,3
2012-05-26,11,20,33,淄博,3
2012-05-27,11,20,30,威海,4
