date,climate,max_temp,min_temp,site,wind
20120515,10,14,25,青岛,5
20120515,11,13,27,泰安,3
20120516,9,13,23,烟台,5
20120516,11,13,28,淄博,3
20120516,9,12,22,威海,4
20120516,11,16,29,济宁,3
20120516,11,15,28,滨州,0
20120516,11,16,29,济南,0
20120516,11,16,27,东营,4
20120516,10,13,29,泰安,4
20120516,10,15,29,日照,4
20120516,11,15,31,枣庄,4
20120516,10,15,27,潍坊,4
20120516,10,17,29,德州,4
20120516,11,14,26,青岛,5
20120517,11,20,32,德州,4
20120517,10,14,32,泰安,5
20120517,10,15,30,潍坊,4
20120517,11,15,28,威海,5
20120517,11,14,29,烟台,5
20120517,10,14,20,青岛,5
20120517,10,17,32,滨州,4
20120517,10,18,32,东营,4
20120517,10,16,31,枣庄,0
20120517,10,21,33,济南,4
20120517,10,18,31,济宁,3
20120517,10,15,23,日照,4
20120517,10,17,32,淄博,4
20120518,10,16,26,烟台,5
20120518,10,15,20,日照,5
20120518,10,19,31,枣庄,4
20120518,10,14,18,青岛,5
20120518,10,16,28,潍坊,4
20120518,10,18,31,淄博,3
20120518,10,19,30,泰安,4
20120518,10,19,31,滨州,4
20120518,10,24,32,济南,4
20120518,10,16,26,威海,6
20120518,10,20,29,济宁,3
20120518,10,20,30,德州,4
20120518,10,19,31,东营,4
20120519,10,18,30,滨州,4
20120519,10,13,19,青岛,5
20120519,10,14,20,日照,4
20120519,11,20,30,济宁,0
20120519,11,17,30,泰安,4
20120519,11,21,32,济南,3
20120519,11,19,31,东营,4
20120519,10,14,25,烟台,4
20120519,11,15,28,潍坊,4
20120519,10,20,30,德州,0
20120519,10,18,30,淄博,3
20120519,10,15,25,威海,5
20120519,11,19,30,枣庄,0
20120520,11,18,30,东营,4
20120520,10,19,30,德州,4
20120520,10,18,28,济宁,0
20120520,11,14,22,威海,4
20120520,11,14,18,青岛,4
20120520,10,15,27,枣庄,0
20120520,11,20,30,济南,3
20120520,10,14,24,烟台,4
20120520,10,17,29,泰安,4
20120520,10,17,30,滨州,0
20120520,10,18,30,淄博,3
20120520,11,15,28,潍坊,4
20120520,10,14,20,日照,4
20120521,10,14,20,日照,4
20120521,9,19,28,东营,4
20120521,10,14,24,烟台,4
20120521,10,18,28,滨州,0
20120521,9,19,28,德州,4
20120521,10,15,24,威海,4
20120521,10,16,27,潍坊,4
20120521,10,18,27,泰安,3
20120521,10,20,27,济南,4
20120521,10,17,28,淄博,3
20120521,10,16,27,枣庄,3
20120521,10,17,27,济宁,3
20120521,10,13,18,青岛,4
20120522,10,16,25,威海,4
20120522,10,16,26,潍坊,3
20120522,9,19,25,济南,3
20120522,10,15,21,青岛,4
20120522,10,18,27,德州,4
20120522,9,18,24,滨州,0
20120522,9,18,25,东营,4
20120522,9,14,20,烟台,5
20120522,9,18,26,济宁,3
20120522,9,17,25,泰安,4
20120522,9,17,26,枣庄,4
20120522,9,16,25,淄博,3
20120522,9,14,21,日照,4
20120523,10,16,24,烟台,4
20120523,10,17,28,滨州,0
20120523,9,17,28,泰安,4
20120523,10,16,27,潍坊,4
20120523,9,19,28,济南,3
20120523,10,18,28,东营,4
20120523,10,15,22,青岛,4
20120523,10,16,21,日照,4
20120523,10,18,28,济宁,3
20120523,10,17,28,枣庄,0
20120523,10,18,28,德州,0
20120523,10,16,25,威海,4
20120523,10,16,28,淄博,3
20120524,5,17,29,潍坊,4
20120524,10,20,28,济宁,0
20120524,10,17,24,烟台,4
20120524,10,19,28,东营,0
20120524,10,19,30,济南,3
20120524,10,17,25,威海,4
20120524,9,18,29,滨州,0
20120524,10,19,28,枣庄,0
20120524,5,19,29,德州,4
20120524,10,15,23,青岛,4
20120524,9,18,29,泰安,4
20120524,10,18,29,淄博,3
20120524,10,16,22,日照,4
20120525,10,15,30,潍坊,4
20120525,5,16,23,青岛,4
20120525,5,18,31,德州,4
20120525,10,17,28,日照,4
20120525,10,17,31,淄博,3
20120525,5,17,26,威海,5
20120525,10,18,31,泰安,4
20120525,9,19,31,东营,4
20120525,5,16,26,烟台,5
20120525,10,18,30,枣庄,3
20120525,10,20,32,济南,4
20120525,10,19,30,济宁,3
20120525,9,16,31,滨州,0
20120526,11,19,31,泰安,3
20120526,10,19,28,日照,4
20120526,10,18,28,威海,4
20120526,11,20,33,东营,4
20120526,11,20,33,淄博,3
20120526,10,18,32,潍坊,3
20120526,11,20,33,德州,0
20120526,11,23,33,济南,4
20120526,10,20,31,枣庄,4
20120526,10,18,28,烟台,5
20120526,11,19,33,滨州,0
20120526,11,19,32,济宁,3
20120526,5,16,24,青岛,4
20120527,11,20,30,威海,4
20120527,11,19,34,潍坊,4
20120527,11,21,34,淄博,3
20120527,11,23,33,济宁,3
20120527,11,20,33,枣庄,4
20120527,11,21,34,东营,4
20120527,11,18,33,泰安,3
20120527,10,19,34,滨州,4
20120527,10,19,28,日照,4
20120527,11,18,27,青岛,4
20120527,11,21,33,德州,4
20120527,11,25,34,济南,4
20120527,11,19,29,烟台,4
20120528,9,20,28,滨州,4
20120528,9,20,30,潍坊,4
20120528,9,17,21,青岛,5
20120528,9,21,31,威海,5
20120528,9,19,28,枣庄,0
20120528,9,20,26,日照,4
20120528,5,22,29,德州,4
20120528,9,24,30,济南,4
20120528,10,21,30,淄博,3
20120528,10,23,31,东营,4
20120528,10,21,30,烟台,5
20120528,10,20,29,泰安,3
20120528,5,21,29,济宁,3
20120529,5,16,26,淄博,3
20120529,11,18,26,济南,3
20120529,5,17,26,烟台,5
20120529,9,16,27,泰安,4
20120529,5,18,26,威海,5
20120529,11,18,27,东营,5
20120529,9,17,27,德州,4
20120529,5,18,28,枣庄,0
20120529,9,19,26,济宁,0
20120529,5,18,26,潍坊,4
20120529,9,18,22,日照,4
20120529,9,16,20,青岛,4
20120529,5,17,26,滨州,4
20120530,10,17,27,东营,4
20120530,10,18,29,济宁,3
20120530,10,17,25,青岛,4
20120530,10,15,28,潍坊,3
20120530,10,17,28,济南,3
20120530,10,17,24,威海,4
20120530,10,16,24,烟台,4
20120530,10,17,29,枣庄,4
20120530,10,15,29,泰安,3
20120530,10,17,29,德州,0
20120530,10,16,23,日照,4
20120530,10,15,29,滨州,0
20120530,10,16,28,淄博,3
20120531,10,21,28,济南,4
20120531,10,17,22,青岛,4
20120531,10,16,24,烟台,5
20120531,5,20,29,德州,0
20120531,10,19,29,枣庄,4
20120531,11,15,29,潍坊,4
20120531,10,18,29,济宁,3
20120531,10,17,29,滨州,0
20120531,10,18,28,东营,4
20120531,10,18,29,泰安,3
20120531,9,16,23,日照,4
20120531,10,17,29,淄博,4
20120531,10,17,25,威海,4
20120601,10,18,27,淄博,3
20120601,10,18,29,枣庄,0
20120601,5,17,27,潍坊,3
20120601,5,19,28,德州,0
20120601,9,18,28,泰安,3
20120601,9,17,22,青岛,4
20120601,10,19,29,济宁,3
20120601,9,17,24,日照,4
20120601,5,20,27,济南,3
20120601,5,18,28,东营,4
20120601,5,18,27,滨州,0
20120601,5,16,24,烟台,5
20120601,5,17,25,威海,6
20120602,5,20,31,德州,4
20120602,9,19,30,滨州,0
20120602,10,18,30,枣庄,0
20120602,10,19,30,淄博,3
20120602,10,17,22,青岛,4
20120602,10,18,25,日照,4
20120602,5,19,30,东营,0
20120602,9,17,30,潍坊,4
20120602,10,22,31,济南,4
20120602,10,20,31,济宁,0
20120602,9,19,30,泰安,4
20120602,10,17,26,烟台,5
20120602,10,18,27,威海,5
20120603,9,20,32,滨州,0
20120603,10,19,31,泰安,4
20120603,10,21,31,济宁,3
20120603,10,20,31,枣庄,4
20120603,10,18,26,日照,4
20120603,10,19,30,烟台,6
20120603,10,23,33,济南,4
20120603,10,17,22,青岛,4
20120603,9,20,28,威海,5
20120603,9,21,32,德州,4
20120603,9,20,32,淄博,3
20120603,10,18,31,潍坊,4
20120603,5,20,33,东营,4
20120604,11,18,32,泰安,3
20120604,11,20,30,威海,5
20120604,11,19,29,烟台,5
20120604,11,21,34,淄博,3
20120604,10,20,32,枣庄,3
20120604,11,20,34,滨州,0
20120604,10,18,27,日照,4
20120604,11,22,34,德州,0
20120604,11,18,33,潍坊,4
20120604,11,22,34,东营,4
20120604,11,17,24,青岛,4
20120604,11,21,33,济宁,3
20120604,11,23,34,济南,3
20120605,10,23,33,东营,4
20120605,9,20,29,泰安,3
20120605,10,24,32,德州,4
20120605,9,25,30,济南,4
20120605,10,20,31,潍坊,3
20120605,10,20,31,烟台,5
20120605,9,22,32,滨州,4
20120605,5,21,29,济宁,3
20120605,10,22,31,枣庄,0
20120605,10,18,23,青岛,4
20120605,10,19,25,日照,4
20120605,9,21,32,淄博,4
20120605,10,21,31,威海,4
20120606,5,21,29,潍坊,4
20120606,5,20,31,淄博,3
20120606,5,21,31,枣庄,0
20120606,10,22,31,德州,4
20120606,11,19,23,日照,5
20120606,10,20,26,威海,4
20120606,10,22,32,济南,3
20120606,5,20,27,烟台,5
20120606,5,20,29,滨州,0
20120606,9,22,31,济宁,0
20120606,8,18,22,青岛,4
20120606,10,21,30,东营,0
20120606,5,20,31,泰安,4
